C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_38_427.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_38_427.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_38_427.jpg, -1, 0, 1, 0.1920718
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_38_534.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_38_534.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_38_534.jpg, -1, 0, 1, 0.6152093
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_38_638.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_38_638.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_38_638.jpg, -1, 0, 1, 0.9704392
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_38_743.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_38_743.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_38_743.jpg, -1, 0, 1, 1.269754
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_38_844.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_38_844.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_38_844.jpg, -1, 0, 1, 1.611158
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_38_946.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_38_946.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_38_946.jpg, -1, 0, 1, 1.113528
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_39_051.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_39_051.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_39_051.jpg, -1, 0, 1, 0.6925216
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_39_152.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_39_152.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_39_152.jpg, -1, 0, 1, 0.5077515
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_39_256.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_39_256.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_39_256.jpg, -1, 0, 1, 0.4274405
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_39_360.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_39_360.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_39_360.jpg, -1, 0, 1, 0.4056192
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_39_467.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_39_467.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_39_467.jpg, -1, 0, 1, 0.3590778
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_39_570.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_39_570.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_39_570.jpg, -1, 0, 1, 0.3795788
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_39_670.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_39_670.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_39_670.jpg, -1, 0, 1, 0.3717307
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_39_775.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_39_775.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_39_775.jpg, -1, 0, 1, 0.3967003
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_39_876.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_39_876.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_39_876.jpg, -1, 0, 0.8741113, 0.3791574
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_39_976.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_39_976.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_39_976.jpg, -0.8527228, 0, 0.592543, 0.2878858
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_40_082.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_40_082.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_40_082.jpg, -0.5353339, 0, 0.2751541, 0.3083858
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_40_183.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_40_183.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_40_183.jpg, -0.2536138, 0, 0, 0.2489293
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_40_284.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_40_284.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_40_284.jpg, 0, 0, 0.12147, 0.2660671
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_40_386.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_40_386.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_40_386.jpg, 0.0973542, 0, 0.4009716, 0.3578584
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_40_496.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_40_496.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_40_496.jpg, 0.4734942, 0, 0.7771116, 0.5971406
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_40_602.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_40_602.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_40_602.jpg, 0.7695767, 0, 1, 0.9156207
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_40_710.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_40_710.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_40_710.jpg, 1, 0, 1, 1.333573
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_40_816.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_40_816.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_40_816.jpg, 1, 0, 1, 1.646726
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_40_924.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_40_924.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_40_924.jpg, 1, 0, 1, 1.954141
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_41_027.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_41_027.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_41_027.jpg, 1, 0, 1, 2.275613
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_41_133.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_41_133.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_41_133.jpg, 1, 0, 1, 2.642104
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_41_238.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_41_238.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_41_238.jpg, 1, 0, 1, 2.949471
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_41_344.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_41_344.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_41_344.jpg, 1, 0, 1, 3.249812
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_41_449.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_41_449.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_41_449.jpg, 1, 0, 1, 3.612434
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_41_553.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_41_553.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_41_553.jpg, 1, 0, 1, 3.914463
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_41_659.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_41_659.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_41_659.jpg, 0.948415, 0, 0.948415, 4.201597
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_41_760.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_41_760.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_41_760.jpg, 0.6424538, 0, 0.6424537, 4.443596
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_41_866.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_41_866.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_41_866.jpg, 0.3526348, 0.1192716, 0, 4.448356
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_41_972.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_41_972.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_41_972.jpg, 0, 0.4902753, 0, 3.872824
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_42_081.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_42_081.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_42_081.jpg, -0.0533451, 0.788121, 0, 3.02282
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_42_182.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_42_182.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_42_182.jpg, -0.3579957, 1, 0, 1.841825
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_42_291.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_42_291.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_42_291.jpg, -0.7049925, 1, 0, 0.4070619
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_42_396.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_42_396.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_42_396.jpg, -1, 1, 0, 0.6572548
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_42_502.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_42_502.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_42_502.jpg, -1, 1, 0, 1.60309
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_42_603.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_42_603.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_42_603.jpg, -1, 1, 0, 2.472312
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_42_710.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_42_710.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_42_710.jpg, -1, 1, 0, 3.618309
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_42_817.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_42_817.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_42_817.jpg, -1, 1, 0, 4.685454
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_42_918.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_42_918.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_42_918.jpg, -1, 1, 0, 5.789794
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_43_019.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_43_019.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_43_019.jpg, -1, 1, 0, 6.88058
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_43_123.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_43_123.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_43_123.jpg, -0.8232703, 1, 0, 7.988872
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_43_225.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_43_225.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_43_225.jpg, -0.5113979, 1, 0, 9.142259
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_43_334.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_43_334.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_43_334.jpg, -0.1558466, 1, 0, 10.49043
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_43_443.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_43_443.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_43_443.jpg, 0, 1, 0, 11.67298
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_43_550.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_43_550.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_43_550.jpg, 0, 1, 0, 12.84726
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_43_656.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_43_656.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_43_656.jpg, 0, 1, 0, 13.7672
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_43_764.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_43_764.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_43_764.jpg, 0, 1, 0, 15.16856
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_43_866.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_43_866.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_43_866.jpg, 0, 1, 0, 15.94279
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_43_976.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_43_976.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_43_976.jpg, 0, 1, 0, 17.24113
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_44_079.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_44_079.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_44_079.jpg, 0, 1, 0, 18.47529
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_44_185.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_44_185.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_44_185.jpg, -0.0495165, 1, 0, 19.34956
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_44_287.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_44_287.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_44_287.jpg, -0.3713355, 1, 0, 20.41239
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_44_391.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_44_391.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_44_391.jpg, -0.09319381, 1, 0, 21.58486
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_44_495.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_44_495.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_44_495.jpg, 0, 1, 0, 22.52088
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_44_600.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_44_600.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_44_600.jpg, 0, 1, 0, 23.52673
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_44_706.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_44_706.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_44_706.jpg, 0, 1, 0, 24.49236
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_44_811.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_44_811.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_44_811.jpg, 0, 1, 0, 25.64928
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_44_913.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_44_913.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_44_913.jpg, 0, 1, 0, 26.60041
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_45_022.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_45_022.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_45_022.jpg, 0, 1, 0, 27.5433
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_45_130.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_45_130.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_45_130.jpg, 0, 1, 0, 28.65849
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_45_234.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_45_234.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_45_234.jpg, 0, 1, 0, 29.57831
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_45_340.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_45_340.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_45_340.jpg, 0, 1, 0, 30.19077
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_45_441.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_45_441.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_45_441.jpg, -0.1743768, 1, 0, 30.18202
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_45_544.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_45_544.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_45_544.jpg, -0.1772967, 1, 0, 30.18849
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_45_645.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_45_645.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_45_645.jpg, 0, 1, 0, 30.18961
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_45_747.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_45_747.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_45_747.jpg, 0, 1, 0, 30.19018
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_45_853.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_45_853.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_45_853.jpg, 0, 1, 0, 30.1903
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_45_956.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_45_956.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_45_956.jpg, 0, 1, 0, 30.19028
C:\Users\msi63\Desktop\SDCar\IMG\center_2019_11_13_05_31_46_062.jpg, C:\Users\msi63\Desktop\SDCar\IMG\left_2019_11_13_05_31_46_062.jpg, C:\Users\msi63\Desktop\SDCar\IMG\right_2019_11_13_05_31_46_062.jpg, 0, 1, 0, 30.1903
